name,review,rating
Basic Comfort Handy\'s Plus Pad Full,I got this for my three-year-old daughter to use at night since she still has night time accidents.  It works fabulous!  Super absorbant.  Makes my life so much easier!  I bought two in the beginning and now I\'m buying two more.,5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",Great Product ... Highly Recommend! No more changing crib and toddler bed sheets in the middle of the night!,5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",It does the job but it doesn\'t stay wrapped around the mattress. In the morning it\'s almost always never where I left it.  Usally it is bunched up to the side.,3
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",Started potty training and this has been our best purchase. Rarely my crazy sleeper will roll to a part of the bed thats not covered and pee but usually this pad protects the sheets and saves me from having to change all the sheets. Stays put. Washes well,5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",,5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","It does the job of protecting the mattress, the flaps for tucking under the bed come out a lot though. Not sure if it\'s worth the hassle of having them.  My daughter tends to be a wiggle worm though.  I suppose without them the pad might not be remotely in the right spot in the morning though. We bought two for a twin bed since she is all over the bed during the course of an evening and I wanted to make sure we were covered. 1 would work for a toddler/crib sized mattress, if you have a twin you will probably want 2.",4
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","This works great and covers plenty of space around my daughter\'s diaper area.  Easy to wash.  My only complaint is that the side near the wall keeps sliding out (presumably because I\'m not tucking it in just right).  In time I\'m sure I\'ll figure out the best way to do it, but for now I have to fix it every couple days.  Not a big deal. :)",4
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",this item was terrible it shribled up so much.Never buy again it doesnt fit bed anymore.,1
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","This product gets the job done, but only if the child happens to have a mishap on it. Barely covers 3rd of the bed, and my daughter moves around the whole bed in her sleep. As a result - couple of times when she had an accident it was partially covered by the pad, but still I had to strip down the mattress and come up with creative ideas on how to clean it. Not a fan",3
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",This pad is great. My daughter is a bed wetter and I can sleep soundly when we travel to hotels or relatives houses because this really catches all her wetness and the bed stays dry! I really should order another one to keep around!,5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","Washes well and is wider than the other brand mattress protector I have so it tucks in better on the sides (and this one is cheaper!)  It does seem to have less padding/cushioning than the other but absorbs just as well and doesn\'t leak. It has a nice smooth sheet feel to the top of it, while our other has a soft fuzzy feel to the top. My 5 year old son doesn\'t seem to have a preference.",5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","These pads are very useful. I read the reviews and bought two, as they are not as big as they look in the picture and my son moves around a lot in his sleep. Having two on his bed has saved us a lot of trouble in the transition  from pull-ups at night to underwear. They keep their shape when washed and are soft to sleep on, he does not even notice them there!",5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",The pad isn\'t as big as the picture shows but it\'s a fine size. It\'s saved my daughters bed a few times. Perfect for night time toddler training.,4
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","I bought the Handy\'s Plus Pad because, while our son has been potty trained for nearly a year, he sleeps so soundly that he doesn\'t wake up all the time to go pee at night, and I\'ve had it with changing the bed sheets everyother night! This pad is a great item, it\'s soft on the top so my son doesnt mind sleeping on it and it really works keeping the sheets dry. My son sleeps all over the place and it\'s plenty wide enough to give the coverage we need. And it\'s never leaked through. The only reason I didn\'t give it 5 stars was that it\'s tough to tuck the far side in when you have the bed up against the wall like we do. I\'m not sure how they could make this better, but they should work on figuring out a way. ;) I only wish I\'d gotten 2!!",4
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",This is my second one and it works like a charm. Just don\'t put it in the dryer on high setting or the backing will start to come apart and the waterproofness is no longer.,5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","I started fostering a 5 week old puppy because he was found abandoned and had nowhere to go. He is adorable and fun to have around during the day and besides house training him, he\'s pretty easy to take care of. I could get him to a puppy pad or outside during the day but at night he would go without waking me up and then go back to sleep since he was so young. I got very tired of cleaning pee off my mattress and constantly washing my blankets but I didn\'t want to spend a ton of money on a full cover since I sleep on a full size mattress. This small cover was a good price and big enough to cover the area where he always goes. I do wish it was bigger but it works very well. I would definitely recommended it.",4
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","These have been great.  They don\'t shift like some of the other ones we have used.  They stay put, and we have never had them leak.  We have used them for our toddler girls as they are learning to potty train.",5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","Love this product!  It really absorbs well and saves urine from getting on the sheet or into the mattress.  It\'s padded nicely, too.",5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","I am very happy with this product! My 3 year old sleeps with me most nights, so we needed something to keep those sheets dry during ""accidents"" in the night.  It is wide enough to fit on my queen size bed (I lay it sideways as displayed in the ad).  It definitely keeps my sheets dry.  Makes for quick clean up!",5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;","Of course, no accidents since we purchased this.  But the sale was easy, the pad was easy to put on.",5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",I bought two pads for my toddler and have been using them for a year. They work fine and save her mattress from many bed wets. However the surface area of the pad is not very big and my toddler likes to turn and flip around when sleeping. Hence we put two pads on the bed and that solves the problem. My only complaint is the folding area could be longer. My toddler\'s mattress was very thick and the pads would shift position as the cloth that is folded underneath the mattress is very little.,4
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",Works great!! Stays in place on the bed. Never had a leak. Makes night training my twins so much easier.,5
"Summer Infant, Ultimate Training Pad - Twin Mattress, 38&quot; x 28&quot;",Love this thing.. what a bed saver... I was finishing potty training my 2 year old and bed time was my biggest concern.  But with this I do not have to worry about the foam mattress I have on my daughters bed.  It is easy to wash and put back on the bed.. love this thing.,5
Basic Comfort EZ Changing Pad,"I put this on my baby registry for my first born. After having her home from the hospital for a month, I became very unhappy with this changing pad. My baby had very loose stools (from a strictly breast milk diet) and she soiled this pad close to every changing. I kept having to wash the cover. My girl friend recommended to me another changing pad on the babiesrus website called the ""Contoured Changing Pad"" that has a permanent plastic cover on it (that allows for a wipe clean surface).  I got one and found it to be worlds better than the E-Z pad. In fact I now have two of them, one for upstairs and one for down.",1
Basic Comfort EZ Changing Pad,"I got this pad as a baby shower gift and I think it is just fine. I\'ve never used the velcro straps to strap down my baby, I think you can do without those. I had a changing table given to me and this just fit right in it perfectly. I also got terry cloth changing pad covers with this gift and they fit nicely. Then I put one of those waterproof flannel pads down underneath the terry cloth cover and a smaller one on top of the cover where the baby\'s bottom goes. I wash the terry cloth cover once a week and don\'t need to do much more because if he pees or poops in the middle of a change I\'ve got the waterproof pad on top as a back up and just change that out.As a newborn though, when I would put him on the changing table, his legs and arms would flail out and he felt like he was falling and he\'d scream. At my mom\'s house she has a different changing table that has more of a dip to it where he lays and he never did that there-guess he feels more secure that way and can feel the sides of the pad and table hugging him. That would be the only downfall is that it needs to have more of a dip to it. Other than that, it\'s a great pad-nice and comfy and I like the cover that comes with it, but I\'ve always got other layers on top so I never really see it.",5
Safe Fit Auto Seat Belt Adjuster &amp; Positioner,"This seat belt adjuster is no replacement for a federally certified booster seat.  This adjuster does not keep the child correctly positioned in the adult seat belt system.  If your child has outgrown their car seat, spend the few extra bucks and purchase a belt positioning booster.  It will make the ride more comfortable and SAFER for your child.",1
Safe Fit Auto Seat Belt Adjuster &amp; Positioner,"This item increases a toddler\'s comfort when using a booster seat, as well as increases a toddler\'s safety. The item is also easy to use.",5
Safe Fit Auto Seat Belt Adjuster &amp; Positioner,"I\'m short and the seat belt crosses over my neck. If I were ever in an accident, for certain I would be choked.I love this item because it\'s solid and easy to use and position as needed.I have a seat belt adjuster from another local seller and it\'s just black straps and difficult to use. It still works, but this new one is far superior.My cousins were visiting and commented about their issues with seat belt position.I purchased two more to be sent to them.I can\'t wear a seat belt without it.",5
Safe Fit Auto Seat Belt Adjuster &amp; Positioner,"Safe Fit Auto Seat Belt Adjuster & PositionerI purchased this for myself as I am one of those short people that the seatbelt cuts into my neck. This little gadget, although made for children, works perfectly for us short people. I wouldn\'t be without one. I did get a spare to keep in my husband\'s car, and I guess I should get some extras, too, because I keep leaving them in rental cars!",5
Odorless Diaper Pail by Safety 1st,"I bought this diaper pail because the store had run out of the Fisher Price pail I had originally intended to buy. Boy was I sorry!! Aside from the fact that the diaper pail fell apart into many little pieces every time I went to change the bag, It did not contain the quite pungent odor that accompanies dirty diapers.While this diaper pail was cheaper than the Diaper Genie, I found it to be a complete waste of my hard earned money, as it doesn\'t even serve well as a basic trash can.",1
Odorless Diaper Pail by Safety 1st,this bin is great for cloth diapers. we love ours. keeps odors to a minimum and holds a day or two\'s worth of diapers-- which is all i need because we wash every other day. Our local Babies R Us sells replacement deodisks (or you can buy them online from cloth diaper vendors) when the one that comes with it loses it\'s smell so that you can maintain freshness. It\'s easy to clean and use and pretty inexpensive.,5
Odorless Diaper Pail by Safety 1st,"We bought this pail for our first son.  It was easy to use and easy to load new bags.  It was also great that it just used regular kitchen trash bags.  However, it did not contain the smell of diapers hardly at all.  You could walk into his room and smell the diaper pail.  Would recommend trying a different type.",2
Odorless Diaper Pail by Safety 1st,"I liked the idea of this pail using regular kitchen trash bags, however, it is a pain to change the bag.  Also, it is not odor-less.",1
Odorless Diaper Pail by Safety 1st,"I was using the diaper genie and I wasn\'t at all impressed. I was at a shop needing to pick up Genie refills and saw this pail on sale for $14. I bought it. From day one I loved it I threw out the genie and I won\'t go back.It only got 4 stars because you do need to buy fresh disks every so often. They are nice because when you open the pail you smell a fresh clean sent. Also I feel the pail could be taller, when I change the kitchen bag (which is the only time you really smell the foul diapers) my bag was only about 3/4 the way full.But other than that its a great investment, no smelly nursery and no dang refills to buy!",4
Odorless Diaper Pail by Safety 1st,"My husband and I bought this with the hopes that it would keep the odor inside and we could save the money on refills.  Well, it did not control odor.  The plastic disk that is included to neutralize the odor works for about a week.  The odor escaped even when the pail was closed.  You do save money on refills at first.  But when the diapers become stinkier as the baby grows, you have to change the bag more often.  I used A LOT of baking soda and Lysol spray to help control the stink.Also, the button on the top that opens the pail can fail easily, and it is also very easy for a child to get into once they start pulling up on things.I would not recommend this product.",2
Odorless Diaper Pail by Safety 1st,I babysit 8-12 kids usually a day and 2-4 of them are in diapers and this product is real easy because i can keep it anywhere without it stinking everything up and it is easy to dispose of the bags. It is just like a garbage can you would keep in the kitchen or in a bathroom but it really keeps away the odor and it is great cause it is quick and easy jus tbny hitting the button and closing it. Very simply to do while holding a 4 mth old and a 22 mth old,5
Odorless Diaper Pail by Safety 1st,"This seller provided this great item ( hard to find locally ) quickly & conveniently, at a great price. The diaper pail works great - wonderful that you don\'t need special bags. Very pleased!",5
Odorless Diaper Pail by Safety 1st,"I found that if I use regular GLAD Odor Shield trash bags the stinky stuff is knocked way down - give it a try with this pail, you will notice the difference!",5
Odorless Diaper Pail by Safety 1st,"We purchased this diaper pail with our first son.  We put all poopy diapers in baggies and tie them shut before placing them in the pail, and under normal circumstances would empty it once a week without a smell in the nursury.We\'re going on our second baby and I was wondering if the deoderizing part of this can be replaced at all.  I haven\'t seen them sold anywhere.",4
Odorless Diaper Pail by Safety 1st,"before i had my daughter i did all the research on the best baby products for durabilty and function.  i did not get a diaper pail at my baby shower however i was going to buy my own.  this is the best out their - their are no special bags to buy (like you need another trip to the store) and it really does get rid of the odor.  the only complaint i have had is that the springs on the inside that keep it all closed up tight seem to become loose after lots of use and overfilling.  but, the lid on top keeps most of the smell away.  i was extreemly pleased. i bought one for all my friends having babys.",5
Odorless Diaper Pail by Safety 1st,"This diaper pail has a lot of negative qualities.  (1)It doesn\'t hold very many diapers.  (2)The springs break on me all the time.  (3)It stinks.It is good in that it uses regular trash liners, but.....I wish I\'d bought a different one in the beginning.  Now I\'m going to have to try a different brand.:(",2
Odorless Diaper Pail by Safety 1st,"I REGESTERED FOR THIS DAIPER PAIL. I LIKED IT AT FIRST THEN THE SPRINGS ON THE INSIDE BROKE SO WE FIXED THEM, EVERYTIME WE CHANGED THE BAG. THEN THE INSIDES FELL APART, SO WE FIXED THE INSIDE THE BEST WE COULD. THEN WE PUT STICK-UPS INSIDE TO HELP THE ODOR. FINALLY THE ODOR INSERT BROKE THE THE PAIL IS GONE. I AM ONLINE LOOKING AT NEW PAILS BEFORE I DRIVE TO THE STORE FOR OUR NEWEST BABY EXPENSE.... HOPEFULLY IT IS NOT A WATSE OF MONEY.....",2
Odorless Diaper Pail by Safety 1st,"We have used this safety 1st diaper pail for 13 months now.  The ease of use and the fact that it uses standard kitchen size bags is a plus. The odor still comes through and often fills the room.  We are currently looking for another solution. I do not recommend this product, spend a few dollars more and buy something that actually keeps the odor inside.",3
Odorless Diaper Pail by Safety 1st,Thanks to this wonderful diaper pail I never have to smell dirty diapers! The other wonderful part is you can use regular trash bags( I buy the drawstring so I never catch a whiff of the contents) instead of pricey refills!! I highly recommend this product!,5
Odorless Diaper Pail by Safety 1st,"It\'s not worth it!  I have tried Diaper Genie and Safety 1st, now I\'ll have to try something new.  This diaper pail has broken on me and I\'ve had to have parts replaced.  I had to pay the mailing cost to send the broken part in!!  It was cheap, but not worth the loss of time trying it. It stinks--even with only one smelly diaper in it.",1
Odorless Diaper Pail by Safety 1st,"I\'ve found that the Odor-Less Diaper Pail is nowhere near odorless!!  It was okay when our baby was still making the non-smelly diapers, but FORGET IT once your kid is on solids.  My husband empties that pail every few days (then sprays the inside with Lysol) when it\'s only filled with pee pee diapers.  And it is ready to be emptied by then, because it reeks of urine.  Don\'t even think about keeping poopy diapers in there!!  We have to dump poop, from a soiled diaper, in the toilet and just throw away the diaper because the Odor-Less Diaper Pail DOES NOT contain the smell.  Buyer BEWARE!  (This product doesn\'t deserve 1 star!)",1
Odorless Diaper Pail by Safety 1st,"I got this as a shower gift and thought it was an excellent gift.  I changed my mind very quickly.  My son is only 3 1/2 months old and it is already smelling up my son\'s room.  The little deodarizer thing doesn\'t do anything!  Also the first time I changed the bag, the springs broke under the top.  I still use it because it\'s the only thing I have, but I would not reccommend this to anyone.  One day, I\'ll spend the money and get a better one.",1
Odorless Diaper Pail by Safety 1st,"We are having...problem[s]...The scented chip worked, but only for a few months. Any one have any luck replacing it? I\'ve looked in the stores but had no luck.",2
Odorless Diaper Pail by Safety 1st,"I love this pail. It takes regular trash bags and contains the odors. It\'s not exactly odor proof, but you won\'t smell anything unless you leave it for more than two weeks. I keep a spray can of room freshener next to the pail and when I get a stinking diaper, I give the pail lid (the inside blue part) a quick spray and everything is fine. I\'m happy with the purchase and since it was only 15 bucks, you can\'t beat the pricing. - Months later and still love it!!!",4
Odorless Diaper Pail by Safety 1st,"I was given this diaper pail at my baby shower for my first child. It keeps the smell in unless you are changing the bag. It uses regular trash bags which is so much cheaper than refills. I loved it so much, now that I have my second child, I have gotten a second to keep downstairs as well. The people who have had trouble must be doing something wrong! It\'s so easy to use, and my first has lasted almost 3 years! I tell all of my friends not to waste their money with other diaper pails!",5
Odorless Diaper Pail by Safety 1st,"This diaper pail remained odorless for approximately two months.  After nine weeks of use, the smell is so overwhelming that I am in the process of purchasing a new pail.  I do not recommend this product to anyone.",1
Odorless Diaper Pail by Safety 1st,"I actually like this diaper pail.  The cost was good, they are useful...(I have two, one upstairs and one downstairs). It isn\'t perfect, but it is useful. I don\'t smell the diapers at all, but I don\'t let it get too full.  Uses regular garbage bags and is child proof (at least so far.) ...",4
Odorless Diaper Pail by Safety 1st,"After about 2 months, the scented disc wore off. I haven\'t replaced it, but have a feeling it won\'t help much.  Don\'t put poop diapers in this because it will stink! It is convenient and lightweight, plus it takes regular garbage bags, which is a plus. It\'s ok for pee diapers, but I don\'t use it for poop diapers anymore!!!",2
Odorless Diaper Pail by Safety 1st,"The only quality this pail lives up to is it does hold the diaper.  As far as containing the smell, you might as well throw it on the floor. The &quot;odor Trap&quot; door\'s tension is too great for newborn diapers and you have to push them thru manually.  PLEASE do not waste your money on this one.  You will end up spending more money to replace it with a better one.",1
Odorless Diaper Pail by Safety 1st,"I purchased this diaper pail for my son and let me tell you it was more work keeping up this pail then it was caring for a newborn.  We purchased this product because there were no special bags to buy and it had an area to place deoderizer tablets.  Well the spring popped off every time we put a diaper in it which left a space for the smell to come out. It was nasty.  We had to constantly fix the springs just so it was close up each time.  The pail stunk so bad even with the tablets and an air freshener in the bottom of the bucket.  It was so bad, we soaked it and washed it and it still stunk. We ended up throwing it in the dumpster. It was just horrible. Not a good product and poorly made.",2
Odorless Diaper Pail by Safety 1st,Not being able to find the deodorizer discs refills was my only complaint. I found them. You can order them directly from Safety 1st by calling 1-800-544-1108. They are 50 cents each plus shipping and handling.,4
Odorless Diaper Pail by Safety 1st,"We have this diaper pail, and it seems to work fine for us.  Our son is one year old now, and the pail is working fine.  The springs have never popped off and odors are very low.  Yes, the capacity fills up rather quickly, but that really isn\'t a problem. It is easy to use and can be filled with household bags.  I registered for another one for baby #2.",4
Cord \'Shortner,"I love these cord shorteners. I have 11 month old twins and have bought several of these to put in the areas they play in. I have also used them in my own bedroom, even though the twins are never in there. One of these wraps my electric toothbrush cord up nice and neat so it isn\'t taking up all of the sink. It wraps up two thin cords together or 1 thick cord by itself.This product has made having twins a lot easier. It is durable and comes with sticky stuff to adhere it to the wall, although removal of it will mean patching up and repainting. I never stick it to the wall, but it does a great job and hiding all the cords we have around the house. The kids are no longer interested in the plugs when these things are in place. And if I decide I need to move and item, it easily comes apart with a push of the center.",5
Safety 1st Stove Knob Covers 5-Pack,"What a pain! My daughter could open them no problem, luckily because it was so easy she wasn\'t interested in it. You have to take them off to use the broiler. Like another reviewer said, it\'s easier just to remove your knobs...don\'t waste your money.",1
Safety 1st Stove Knob Covers 5-Pack,"Nice thought, but my 20 month old has no problem pulling the covers open and exposing the knobs.  Safety 1st needs to go back to the drawing board with this item.",1
Safety 1st Stove Knob Covers 5-Pack,"These knobs are fairly easy to remove.  They provide basic protection, but it a toddler is determined he/she can get these off.  It\'s always a trade-off of convenience vs safety.  We have another set of these that is a pain in the rear to open up but we know that the kids can\'t do it.",3
Safety 1st Stove Knob Covers 5-Pack,"I bought this because everytime I go to my cabinet above the stove, I accidently turn on the stove knobs.  These work!",5
Safety 1st Stove Knob Covers 5-Pack,My daughter can no longer get to the stove knobs. Everyone is happy about that! They do exactly what they say they do. Good value.,5
Safety 1st Stove Knob Covers 5-Pack,"First off, these may not fit everyone\'s range. They are designed to fit a wide variety of standard-sized knobs, but may not work for you. Yes, you must remove your knobs to get these covers on initially, but if they fit, they definitely work. Yes, you must open the cover to turn your knob, but remember, these are safety devices, not convenience devices.That said, they worked on my GE Profile range, thankfully. From what I could tell, most of the GE ranges use the same knob types, so if you\'ve got a GE, I believe these covers will fit.I had kept these (and a few other knob covers) on my wish list until my daughter learn it!  We prefer the ""Tinkle Toons"" potty with a moisture sensor.  the motion sensor on the royal potty did not work!",1
Fisher-Price Royal Potty,This potty was given to us by my mom who wanted to encourage our daughter.  It had the exact opposite effect.  The first time that she ever told us she had to use the potty she sat on this potty the music started and she cried.  She wouldn\'t sit on another potty because she was scared! I have talked to other moms who have had similar experiences.,1
Fisher-Price Royal Potty,"We got this potty for my daughter a few months ago.  I personally thought it would be cute, seeing that she LOVES music.  I thought it would be great for her and help with the pricess.The sensor NEVER works!  It never plays music when she uses the potty.  It does work however in the middle of the night when we are all sleeping.  Kind of scary.Also, the plastic is very hard and can be very cold on  a litlte ones bottom early in the morning or late in the evening.  This making the potty training VERY hard.  My daughter never wanted to sit there long enough to go to the bathroom.I wouldn\'t buy this product if you have a new potty trainee.  It\'s just not worth the money.Buy one that is simple and has some padding to the seat area.GOOD LUCK!",2
Fisher-Price Royal Potty,"Seemed like a good motivator at the time we bought it. However, after the first couple of days, the batteries were removed. Every time you bump it, the music goes off. It\'s too cute, my 3 year old daughter thinks it\'s more of a toy than a functioning potty. She has yet to actually do anything on it. It gets more use as a chair or a pretend potty for her bear/doll menagerie. I also wish it had a lid on it. It sits between the toilet and the sink (the only place in our small bathroom that we can put it), and we\'re always knocking things off the sink into it, or kicking it (which is why we took the batteries out). There are more sensible options out there.",2
Fisher-Price Royal Potty,I had went and bought the royal potty for my son becasue it looked real cool. the first time he used it the legs fell off. every time he sits the right legs pop off. when he goes #1 the hole is so tiny when he sits down the pee just dont make it in the hole. and the music i put batteries in and it just would not quit making music it is the worse potty ever. ADVICE. DONT BUY THIS POTTY IT REALLY IS A WASTE OF MONEY,1
Fisher-Price Royal Potty,"so gross.  I bought this b/c several family members and lots of family friends work for Fisher Price.  Not sure who designed it, but every time my son pees in it, it leaks all over the floor.  And we do use the little pee deflector thing (for boys).  Maybe it works for girls?  And the little musical part has only worked maybe 2x and it freaked my son out.  It looks very cute, but I\'m tired of cleaning up a puddle of pee every time.  We\'re switching to little seat that goes on the real potty.",2
Fisher-Price Royal Potty,This was the worst potty ever. I bought it for my 2 year old son cause it looked different & it looked like it would be more fun but its the worst.  Everytime he pees it leakes!!!  I ended up getting a new one cause I thought there was something wrong with it but the new one also leakes.  Plus the music is the worst.  Every time you walk near the bathroom it goes off & the stupid red light stayes on which means the batteries keep dying. I thought Fisher Price was a good company?,1
Fisher-Price Royal Potty,"As others have complained the sounds on this potty do not work correctly and they go off for no reason at odd times (like in the middle of the night).  It leaks terribly!  My son tries to go, but gets discouraged when his pee-pee is in the potty AND all over the floor.  I wish I had read these reviews before purchasing this potty.  What a waist of money!!!",1
Fisher-Price Royal Potty,"My 20 month old daughter loves this potty. She has been going on it since she was 9 months old. 3 Complaints about it though..(1) it doesnt seem very comfortable,(2) The music is annoying and distracts my daughter when she is trying to pee, (so i remved the batteries)(3) This is the worst one. It leaks like crazy. I made it my mission to find out why. It has nothing to do with the bowl being placed in correctly. It has to do with the tiny gap between the bottom of the hole in the seat and the actual bowl. The pee runs down my daughters leg/butt towards the back or side and runs under the seat and in between the seat and bowl so it leaks out. So for all you people with leaks this is the reason as i spent so much time figuering out the problem.",2
Fisher-Price Royal Potty,"We have had this potty probably 9 months now.  When we first got it, it worked perfectly, music played when it was supposed to etc.  Now as my 2 year old is getting more serious about potty training the music won\'t work when it is supposed to, it leaks on the floor even though the shield is in place and he has tucked himself.  I took it apart, cleaned it, and reassembled, and it still leaks.",1
Fisher-Price Royal Potty,"I was given this potty seat for my daughter (now age 2 1/2).  At first glance it seems cute and makes ""reward"" noises and even comes with a story.  First, the story was kind of dumb in my opinion and there are much better potty books out there, but that is a side issue. My real pet peeves with this potty are:  1.  It leaks big time, and I have a girl so it\'s not because she sprays like little boys might.  About 1/2 the time I had to clean up around the potty after my dd used it, and I had the bowl in correctly!  (As if we don\'t have to clean up enough potty/accidents in potty training!!)  2.  The music is supposed to be a reinforcement, but my dd quickly realized that her hand could also activate the sensor, so here she would sit putting her hands down in the potty to make the music play!  I took those batteries out real quick . . .Anyhow, we are now using the $1 garage sale potty that I got as an ""extra"" and the royal potty is in the closet!",2
Fisher-Price Royal Potty,"This chair design is not for potty training toddlers. If you have a boy be prepared for a big mess. While potty training my grandson this chair was a ""Royal Pain"". First of all the child can not sit on the toilet by himself, he needs to be lifted onto the seat, and make sure that stay by the child and hold down his wee wee or there will be pee pee every where as the splash guard is inadequate to say the least.",1
Fisher-Price Royal Potty,"This potty chair LEAKS VERY BADLY!!!!! Pee gets on the floor EVERY stinkin\' time AND on my son\'s feet. The opening is WAY to small to go number 2 in. It is very messy business to clean up afterwards. I am VERY disappointed with it. Buy this ONLY if you want to waste your money. Plus, the sensors for the music are WAY to sensitive and go off when no one is even in the room! Ugh. :(",1
Fisher-Price Royal Potty,I am glad to know it is not just my child!  This potty leaks just about everytime he uses it!  The battery died very quickly and the sounds were always sporadic at best.  I would DEFINITELY discourage anyone from buying this potty. It is hindering the potty training due to the fact that my son get\'s upset when it leaks all over his leg!  I plan on trashing mine and finding a good replacement.,1
Fisher-Price Royal Potty,I really disliked this product. It leaked out between the potty and the bowl. It is also very difficult to clean. I noticed an odor from it one day so I started looking and found a lot of crevices that are impossible to get clean. I called Fisher-Price and they were very nice and sent me coupons for the amount I paid for it. I replaced it with an inexpensive potty without the musical feature.,2
Fisher-Price Royal Potty,"Ok, I am using this for a little girl, so I didn\'t notice the leaking that others who have boys noticed...but my daughter has a different problem with this toilet. First off...the potty is supposed to make a &quot;royal song&quot; when the child pees....but it makes the royal sound as soon as the child sits on the potty so it isn\'t any special reward.  Second, my daughter is more interested in playing with the very bright red light inside the toilet instead of sitting on it.  She will sit there and play with the light and get it to make music and all potty training goes right out the window...Just what I want -- to teach my daughter to stick her hands in the toilet! It is just a really bad product -- and a bad idea.  Buy yourself a simple potty that costs less because this one is not worth the extra money.",1
Sassy Baby\'s First Toys,These are woderful toys! I looked at lots of toys before deciding it was easier to just buy this pack. Now my son plays with the box more than the toys! Go figure. :-),5
Sassy Baby\'s First Toys,"I recieved this as a shower gift.  My daughter, now 11 months, has gotten lots of use from all the toys from birth.  There\'s a good selection of teethers, toys that make noise, and soft toys.  This box provides lots of fun.  Babies of all ages will enjoy the toys and there\'s enough to rotate so baby doesn\'t get bored!",5
Sassy Baby\'s First Toys,"I read all the reviews for this set of toys and looked very carefully at the pictures online, which is why I decided to include it in my baby registry. However, when we did finally get the toy it was truly disappointing because half the things that they show in the pictures were not actually there. The duckie was replaced with a very crude pig which is far from the cute piggy that comes to a readers mind. And the hippo and octopus are just not there. All the toys including the teething rings were very low quality and the plastic seemed dirty and out-of-shape. Infact, as I was looking over everything, the recurring thought in my mind was: I will probably have to incinerate these toys just to sterilize them. And to top it all off, I realized that we truly did not get our money\'s worth because I know for a fact that for 40 bucks (which is what this play set is worth) we could get really good stuff from other companies like Lamaze etc which are made with alot more care and thought to the baby\'s development and play.All in all, we felt truly deceived by this company Sassy because firstly they did not honestly display all the toys that they actually include in the box and secondly, for the kind of crap they sent, they are over charging the consumers like crazy. I don\'t think this toy even deserves one star but they don\'t have a rating lower than that, unfortunately.",1
Sassy Baby\'s First Toys,"Seems like all the toys are so similar - my children didn\'t really seem to get much out of them - kind a ""seen one, seen \'em all"" situation.  The keys that came in our set were nice as wase the jingle ball.  The teething toys were ok, but basic teethers are simpler and seem to fit in our kids mouths better.  It costs quite a bit and gives you lots of quantity - but not sure if infants really care all that much.  Investing in a few (different) sensory toys seemed to work better for us...",3
Sassy Baby\'s First Toys,"I would call this box of toys mediocre here\'s the good and the bad.Good:1. My son\'s favorite toys came from this box.  Even now at 7 months, he loves the teething bird, the rattle and the pig that came instead of the ducky.2. Thank goodness for the letters! Not only were they fun-textured, but we used them to hang the toys on his play gym lower.3. Several of the toys have been pretty well abused and show no signs of wear.4.It\'s a nice variety of easy-to-throw-in-the-diaper-bag toys - small enough he can carry them with him into the carseat.Bad:1. Definitely did not get all the toys in the picture, no ducks, no octopus, and didn\'t get the thing in the picture with what looks like 3 stuffed cubes.  We did get a stuffed pig on wheels that is not in the picture, and one rattle instead of one of the ones in the picture, but it\'s definitely less overall.2. The letters came in handy, but really aren\'t fun toys.It\'s probably not worth $39.99 - I got it as a gift and would say it\'s worth $19.99 - so maybe pick it up if you can find in on sale.",3
